"FL_DATE","ORIGIN","DEST","DEP_TIME","ARR_TIME",
2017-01-01,"JFK","ATL","1453","1730",
2017-01-01,"JFK","BOS","1454","1602",
2017-01-01,"JFK","ATL","0557","0834",
2017-01-01,"JFK","LAX","1401","1719",
2017-01-01,"JFK","SFO","0742","1111",
2017-01-01,"JFK","BOS","1921","2024",
2017-01-01,"JFK","MCO","2055","2331",
2017-01-01,"JFK","SLC","0646","1012",
2017-01-01,"FLL","JFK","1543","1824",
2017-01-01,"JFK","STT","0829","1307",
2017-01-01,"SLC","JFK","0850","1459",
2017-01-01,"ATL","JFK","1735","1936",
2017-01-01,"JFK","ATL","0802","1054",
2017-01-01,"JFK","MSP","1733","1946",
2017-01-01,"BOS","JFK","1655","1816",
2017-01-01,"JFK","ATL","1752","2032",
2017-01-01,"JFK","SFO","0930","1250",
2017-01-01,"JFK","SEA","1507","1824",
2017-01-01,"JFK","LAS","0756","1047",
2017-01-01,"JFK","SLC","1118","1437",
2017-01-01,"DTW","LGA","1550","1720",
2017-01-01,"LGA","DTW","1234","1415",
2017-01-01,"LAX","JFK","1258","2101",
2017-01-01,"LGA","MCO","0846","1133",
2017-01-01,"FLL","LGA","0753","1035",
2017-01-01,"LGA","DEN","1758","2030",
2017-01-01,"MSP","JFK","1501","1919",
2017-01-01,"PBI","JFK","1957","2233",
2017-01-01,"STT","JFK","1449","1803",
2017-01-01,"MIA","JFK","0740","1017",
2017-01-01,"LGA","MSP","1858","2048",
2017-01-01,"PBI","LGA","1409","1641",
2017-01-01,"LGA","ATL","1151","1433",
2017-01-01,"FLL","LGA","1540","1828",
2017-01-01,"LGA","FLL","1806","2059",
2017-01-01,"LAX","JFK","0716","1532",
2017-01-01,"MCO","LGA","1739","1950",
2017-01-01,"ATL","LGA","1557","1752",
2017-01-01,"MCO","LGA","1215","1421",
2017-01-01,"PBI","LGA","1914","2142",
2017-01-01,"LGA","MCO","1404","1641",
2017-01-01,"FLL","JFK","1925","2203",
2017-01-01,"MIA","JFK","1211","1447",
2017-01-01,"PBI","LGA","0619","0855",
2017-01-01,"LGA","RSW","1208","1506",
2017-01-01,"PBI","LGA","1227","1504",
2017-01-01,"LGA","BUF","1807","1922",
2017-01-01,"MCO","JFK","1348","1615",
2017-01-01,"LGA","ATL","0555","0815",
2017-01-01,"ATL","LGA","2106","2257",
2017-01-01,"MIA","JFK","1102","1346",
2017-01-01,"RSW","JFK","2013","2248",
2017-01-01,"LGA","MCO","1505","1808",
2017-01-01,"BOS","JFK","1459","1618",
2017-01-01,"SLC","JFK","2347","0611",
2017-01-01,"PBI","LGA","1052","1321",
2017-01-01,"DTW","LGA","1159","1321",
2017-01-01,"ATL","JFK","2104","2304",
2017-01-01,"MCO","JFK","1925","2154",
2017-01-01,"RSW","LGA","1358","1640",
2017-01-01,"PHX","JFK","0701","1321",
2017-01-01,"PBI","JFK","1203","1435",
2017-01-01,"LGA","MCO","0658","0938",
2017-01-01,"LGA","MIA","0921","1212",
2017-01-01,"MIA","LGA","0759","1036",
2017-01-01,"LGA","PBI","1013","1310",
2017-01-01,"ATL","SYR","1724","1920",
2017-01-01,"MIA","LGA","1055","1339",
2017-01-01,"LGA","FLL","1032","1321",
2017-01-01,"ATL","ROC","2129","2313",
2017-01-01,"LGA","FLL","1135","1434",
2017-01-01,"DEN","LGA","1042","1604",
2017-01-01,"ATL","BUF","1345","1536",
2017-01-01,"BUF","ATL","1637","1847",
2017-01-01,"LAX","JFK","2152","0549",
2017-01-01,"LGA","PBI","0826","1113",
2017-01-01,"LGA","MIA","0957","1304",
2017-01-01,"MSY","JFK","1146","1540",
2017-01-01,"BUF","LGA","0647","0755",
2017-01-01,"RSW","JFK","1210","1444",
2017-01-01,"FLL","JFK","1409","1653",
2017-01-01,"BUF","ATL","0608","0815",
2017-01-01,"DEN","LGA","1634","2146",
2017-01-01,"LGA","FLL","1239","1536",
2017-01-01,"ATL","BUF","2055","2247",
2017-01-01,"SFO","JFK","1416","2213",
2017-01-01,"SEA","JFK","1349","2159",
2017-01-01,"MCO","LGA","1859","2125",
2017-01-01,"ATL","SYR","1110","1327",
2017-01-01,"SYR","ATL","1409","1637",
2017-01-01,"LGA","MSP","0959","1204",
2017-01-01,"MSP","LGA","1317","1644",
2017-01-01,"TPA","LGA","1226","1445",
2017-01-01,"TPA","LGA","0657","0919",
2017-01-01,"LGA","PBI","1200","1447",
2017-01-01,"TPA","LGA","1542","1809",
2017-01-01,"MCO","LGA","1413","1639",
2017-01-01,"ROC","ATL","1254","1517",
2017-01-01,"LGA","MCO","1840","2122",
2017-01-01,"LGA","MCO","1957","2247",
2017-01-01,"LGA","RSW","1002","1310",
2017-01-01,"MIA","LGA","1316","1559",
2017-01-01,"FLL","LGA","0856","1133",
2017-01-01,"LGA","SRQ","1048","1341",
2017-01-01,"LGA","FLL","1457","1753",
2017-01-01,"ATL","ALB","2221","0013",
2017-01-01,"BUF","DTW","0617","0722",
2017-01-01,"MCO","LGA","0757","1013",
2017-01-01,"BOS","JFK","0558","0720",
2017-01-01,"ALB","ATL","1230","1517",
2017-01-01,"ATL","ALB","0944","1142",
2017-01-01,"LGA","MSP","1227","1430",
2017-01-01,"LGA","DTW","0556","0745",
2017-01-01,"SFO","JFK","1130","2013",
2017-01-01,"MSP","LGA","2150","0103",
2017-01-01,"LGA","MIA","0800","1047",
2017-01-01,"LAS","JFK","1627","0013",
2017-01-01,"MCO","JFK","1425","1648",
2017-01-01,"LGA","FLL","1924","2212",
2017-01-01,"TPA","LGA","1046","1310",
2017-01-01,"MSP","LGA","0903","1224",
2017-01-01,"RSW","LGA","1610","1848",
2017-01-01,"LGA","MIA","1120","1414",
2017-01-01,"LAS","JFK","0659","1440",
2017-01-01,"LGA","RSW","1706","2013",
2017-01-01,"LGA","MCO","1131","1411",
2017-01-01,"LGA","MIA","0658","0953",
2017-01-01,"SYR","ATL","0553","0821",
2017-01-01,"RSW","LGA","0756","1051",
2017-01-01,"SLC","JFK","1625","2237",
2017-01-01,"SLC","JFK","1339","2000",
2017-01-01,"LGA","TPA","1139","1424",
2017-01-01,"MSP","ALB","2019","2337",
2017-01-01,"JAX","JFK","1146","1355",
2017-01-01,"LGA","MIA","1414","1710",
2017-01-01,"BOS","JFK","0957","1102",
2017-01-01,"ATL","LGA","0644","0828",
2017-01-01,"LGA","ATL","0753","1028",
2017-01-01,"ATL","LGA","0859","1052",
2017-01-01,"LGA","ATL","0854","1123",
2017-01-01,"LGA","ATL","0952","1218",
2017-01-01,"ATL","LGA","1044","1240",
2017-01-01,"ATL","LGA","1150","1349",
2017-01-01,"LGA","ATL","1416","1702",
2017-01-01,"LGA","ATL","1454","1736",
2017-01-01,"ATL","LGA","1345","1533",
2017-01-01,"LGA","ATL","1727","2020",
2017-01-01,"LGA","ATL","1751","2028",
2017-01-01,"ATL","LGA","1755","1955",
2017-01-01,"LGA","ATL","1950","2217",
2017-01-01,"ATL","LGA","2015","2209",
2017-01-01,"ATL","LGA","2154","2344",
2017-01-01,"AUS","JFK","0743","1200",
2017-01-01,"FLL","LGA","1055","1329",
2017-01-01,"DEN","JFK","0716","1247",
2017-01-01,"LGA","MIA","1545","1904",
2017-01-01,"SEA","JFK","2256","0710",
2017-01-01,"LGA","RSW","1942","2247",
2017-01-01,"LGA","FLL","0802","1055",
2017-01-01,"JFK","MSY","0759","1018",
2017-01-01,"MCO","LGA","1520","1730",
2017-01-01,"ALB","MSP","0812","1027",
2017-01-01,"JFK","LAS","1745","2036",
2017-01-01,"JFK","FLL","1512","1824",
2017-01-01,"PHX","JFK","1206","1840",
2017-01-01,"MSY","JFK","0743","1115",
2017-01-01,"JFK","PBI","0757","1054",
2017-01-01,"SRQ","LGA","1440","1714",
2017-01-01,"PBI","JFK","0723","1008",
2017-01-01,"MIA","LGA","1159","1444",
2017-01-01,"MSP","JFK","1049","1411",
2017-01-01,"LAS","JFK","1330","2111",
2017-01-01,"RSW","LGA","0658","0926",
2017-01-01,"MCO","LGA","1127","1348",
2017-01-01,"LGA","MSP","1610","1818",
2017-01-01,"ROC","ATL","0555","0809",
2017-01-01,"LGA","DTW","1818","2007",
2017-01-01,"LGA","PBI","1849","2132",
2017-01-01,"MIA","LGA","0629","0918",
2017-01-01,"JFK","RSW","0757","1116",
2017-01-01,"LGA","MIA","1643","2014",
2017-01-01,"PDX","JFK","0655","1440",
2017-01-01,"FLL","JFK","0727","1006",
2017-01-01,"JFK","MIA","1926","2212",
2017-01-01,"HNL","JFK","1737","0743",
2017-01-01,"JFK","SJU","0655","1114",
2017-01-01,"SEA","JFK","0909","1850",
2017-01-01,"JFK","TPA","1126","1415",
2017-01-01,"SFO","JFK","2123","0524",
2017-01-01,"FLL","LGA","1900","2137",
2017-01-01,"MIA","LGA","1431","1720",
2017-01-01,"DTW","LGA","0831","1009",
2017-01-01,"LAX","JFK","1454","2248",
2017-01-01,"DTW","LGA","2019","2154",
2017-01-01,"FLL","LGA","1640","1922",
2017-01-01,"MCO","LGA","0629","0853",
2017-01-01,"JFK","MSY","1517","1759",
2017-01-01,"JFK","TPA","0757","1046",
2017-01-01,"JFK","PHX","0833","1215",
2017-01-01,"JFK","RSW","1539","1927",
2017-01-01,"JFK","MIA","1526","1840",
2017-01-01,"MIA","LGA","1757","2035",
2017-01-01,"LGA","MSY","1358","1628",
2017-01-01,"ATL","JFK","0836","1035",
2017-01-01,"SLC","JFK","1725","2336",
2017-01-01,"JFK","MIA","0757","1105",
2017-01-01,"PBI","LGA","0800","1028",
2017-01-01,"LAX","JFK","1624","0029",
2017-01-01,"JFK","RSW","1925","2223",
2017-01-01,"LGA","PBI","2031","2316",
2017-01-01,"ATL","ROC","0905","1104",
2017-01-01,"TPA","LGA","2008","2226",
2017-01-01,"MCO","JFK","1041","1308",
2017-01-01,"MIA","LGA","1954","2248",
2017-01-01,"SAN","JFK","0725","1517",
2017-01-01,"PBI","LGA","1620","1902",
2017-01-01,"JFK","MCO","1542","1844",
2017-01-01,"JFK","MCO","1751","2045",
2017-01-01,"JFK","FLL","0824","1126",
2017-01-01,"LGA","PBI","1456","1810",
2017-01-01,"LGA","MCO","1017","1305",
2017-01-01,"MIA","LGA","1818","2107",
2017-01-01,"JFK","SJU","0855","1317",
2017-01-01,"LGA","PBI","0707","0953",
2017-01-01,"LGA","TPA","1607","1921",
2017-01-01,"JFK","DEN","0828","1133",
2017-01-01,"JFK","SAN","0833","1139",
2017-01-01,"JFK","PBI","1544","1913",
2017-01-01,"ATL","JFK","1153","1349",
2017-01-01,"FLL","LGA","1421","1703",
2017-01-01,"RSW","JFK","0711","0943",
2017-01-01,"MCO","LGA","1955","2212",
2017-01-01,"MSY","JFK","1853","2248",
2017-01-01,"SAN","JFK","1253","2056",
2017-01-01,"MSY","LGA","1730","2110",
2017-01-01,"LGA","MIA","1832","2139",
2017-01-01,"JFK","SJU","1123","1551",
2017-01-01,"MIA","JFK","1935","2222",
2017-01-01,"LGA","DEN","0823","1037",
2017-01-01,"ALB","ATL","0555","0925",
2017-01-01,"ATL","BUF","0955","1146",
2017-01-01,"BUF","ATL","1236","1459",
2017-01-01,"LAS","JFK","2208","0544",
2017-01-01,"MSP","JFK","1957","2329",
2017-01-01,"LGA","TPA","0837","1127",
2017-01-01,"JFK","TPA","1450","1740",
2017-01-01,"JFK","DTW","0905","1100",
2017-01-01,"LGA","MCO","1814","2101",
2017-01-01,"JFK","MCO","1220","1513",
2017-01-01,"JFK","PHX","1827","2202",
2017-01-01,"JFK","MIA","0650","1014",
2017-01-01,"JFK","MCO","0929","1214",
2017-01-01,"JFK","MSY","2011","2226",
2017-01-01,"JFK","MIA","1129","1433",
2017-01-01,"JFK","FLL","1015","1306",
2017-01-01,"MSP","LGA","1531","1901",
2017-01-01,"JFK","PBI","1817","2106",
2017-01-01,"JFK","MCO","1035","1321",
2017-01-01,"JFK","FLL","1146","1443",
2017-01-01,"JFK","SAN","1931","2323",
2017-01-01,"JFK","MSP","1826","2033",
2017-01-01,"MSP","BUF","1948","2245",
2017-01-01,"MSY","LGA","1205","1542",
2017-01-01,"LGA","ORF","1351","1458",
2017-01-01,"JFK","SJU","1454","1916",
2017-01-01,"JFK","AUS","1818","2128",
2017-01-01,"JFK","DEN","1929","2202",
2017-01-01,"BUF","EWR","1822","1946",
2017-01-01,"SYR","ORD","1013","1121",
2017-01-01,"ROC","ORD","1029","1123",
2017-01-01,"BUF","EWR","1000","1119",
2017-01-01,"DTW","SYR","2027","2150",
2017-01-01,"CLT","LGA","0846","1020",
2017-01-01,"BUF","DTW","1742","1853",
2017-01-01,"DTW","BUF","1537","1647",
2017-01-01,"RIC","LGA","0649","0800",
2017-01-01,"CLE","LGA","1539","1715",
2017-01-01,"ATL","LGA","0606","0807",
2017-01-01,"LGA","MIA","0929","1233",
2017-01-01,"MIA","LGA","1433","1717",
2017-01-01,"LGA","ATL","1822","2059",
2017-01-01,"DEN","LGA","1741","2313",
2017-01-01,"LGA","DEN","2357","0220",
2017-01-01,"LGA","FLL","1523","1844",
2017-01-01,"ORD","LGA","1821","2108",
2017-01-01,"IAG","FLL","","",
2017-01-01,"LGA","FLL","0630","0926",
2017-01-01,"FLL","LGA","2015","2246",
2017-01-01,"DFW","LGA","0853","1309",
2017-01-01,"LGA","FLL","2020","2310",
2017-01-01,"LGA","ORD","0829","0944",
2017-01-01,"LGA","DFW","1348","1634",
2017-01-01,"LGA","MYR","1059","1246",
2017-01-01,"LGA","DTW","1630","1823",
2017-01-01,"MYR","LGA","1401","1532",
2017-01-01,"BUF","ORD","1651","1733",
2017-01-01,"ALB","ORD","0646","0828",
2017-01-01,"ORD","SYR","1439","1718",
2017-01-01,"ORD","BUF","1350","1615",
2017-01-01,"SYR","ORD","1746","1856",
2017-01-01,"ORD","ALB","1345","1632",
2017-01-01,"DAL","LGA","1756","2147",
2017-01-01,"DAL","LGA","0631","1015",
2017-01-01,"DAL","LGA","1339","1734",
2017-01-01,"DAL","LGA","1251","1638",
2017-01-01,"DEN","LGA","1034","1553",
2017-01-01,"DEN","LGA","1753","2314",
2017-01-01,"FLL","ALB","1011","1300",
2017-01-01,"FLL","BUF","0945","1239",
2017-01-01,"FLL","ISP","1020","1257",
2017-01-01,"FLL","ISP","2030","2307",
2017-01-01,"HOU","LGA","0939","1325",
2017-01-01,"HOU","LGA","1829","2220",
2017-01-01,"IND","LGA","1521","1715",
2017-01-01,"IND","LGA","0700","0847",
2017-01-01,"ISP","BWI","1718","1822",
2017-01-01,"ISP","BWI","1131","1235",
2017-01-01,"ISP","BWI","1326","1444",
2017-01-01,"ISP","BWI","0728","0833",
2017-01-01,"ISP","BWI","0537","0641",
2017-01-01,"ISP","FLL","1405","1654",
2017-01-01,"ISP","FLL","0655","0945",
2017-01-01,"ISP","MCO","0615","0856",
2017-01-01,"ISP","MCO","1805","2041",
2017-01-01,"ISP","MCO","1231","1514",
2017-01-01,"ISP","PBI","1509","1759",
2017-01-01,"ISP","PBI","0945","1234",
2017-01-01,"ISP","TPA","0600","0902",
2017-01-01,"LAS","ALB","1831","0149",
2017-01-01,"LAS","BUF","0951","1645",
2017-01-01,"LGA","ATL","1017","1251",
2017-01-01,"LGA","ATL","1345","1622",
2017-01-01,"LGA","ATL","2022","2255",
2017-01-01,"LGA","ATL","1725","1953",
2017-01-01,"LGA","ATL","0636","0922",
2017-01-01,"LGA","BNA","1607","1737",
2017-01-01,"LGA","BNA","1129","1249",
2017-01-01,"LGA","DAL","1600","1900",
2017-01-01,"LGA","DAL","1824","2115",
2017-01-01,"LGA","DAL","0605","0903",
2017-01-01,"LGA","DAL","1030","1323",
2017-01-01,"LGA","DEN","0830","1038",
2017-01-01,"LGA","DEN","1727","1946",
2017-01-01,"LGA","HOU","0636","0944",
2017-01-01,"LGA","HOU","1658","2031",
2017-01-01,"LGA","IND","1125","1334",
2017-01-01,"LGA","IND","1936","2146",
2017-01-01,"LGA","MCI","1657","1927",
2017-01-01,"LGA","MDW","2332","0114",
2017-01-01,"LGA","MDW","1258","1411",
2017-01-01,"LGA","MDW","1841","1958",
2017-01-01,"LGA","MDW","1631","1756",
2017-01-01,"LGA","MDW","0955","1111",
2017-01-01,"LGA","MKE","2014","2129",
2017-01-01,"LGA","MKE","1151","1304",
2017-01-01,"LGA","STL","1811","2003",
2017-01-01,"LGA","STL","1412","1557",
2017-01-01,"LGA","STL","0709","0901",
2017-01-01,"MCI","LGA","1308","1627",
2017-01-01,"MCO","ALB","1411","1641",
2017-01-01,"MCO","ALB","0856","1122",
2017-01-01,"MCO","BUF","2225","0041",
2017-01-01,"MCO","BUF","1216","1439",
2017-01-01,"MCO","BUF","1826","2045",
2017-01-01,"MCO","ISP","2016","2233",
2017-01-01,"MCO","ISP","1455","1711",
2017-01-01,"MCO","ISP","0916","1133",
2017-01-01,"MCO","ROC","0707","0931",
2017-01-01,"MDW","ALB","0945","1221",
2017-01-01,"MDW","ALB","2159","0034",
2017-01-01,"MDW","BUF","1906","2121",
2017-01-01,"MDW","BUF","1318","1530",
2017-01-01,"MDW","BUF","2207","0024",
2017-01-01,"MDW","LGA","2014","2258",
2017-01-01,"MDW","LGA","2031","2325",
2017-01-01,"MDW","LGA","1506","1747",
2017-01-01,"MDW","LGA","1236","1518",
2017-01-01,"MDW","LGA","0809","1100",
2017-01-01,"MKE","LGA","1616","1902",
2017-01-01,"MKE","LGA","1207","1501",
2017-01-01,"PBI","ISP","1007","1238",
2017-01-01,"PBI","ISP","1624","1856",
2017-01-01,"PHX","BUF","1031","1628",
2017-01-01,"ROC","BWI","1743","1841",
2017-01-01,"ROC","BWI","0534","0634",
2017-01-01,"ROC","BWI","1017","1123",
2017-01-01,"ROC","MCO","1157","1431",
2017-01-01,"ROC","TPA","1556","1843",
2017-01-01,"STL","LGA","1950","2245",
2017-01-01,"STL","LGA","1250","1617",
2017-01-01,"STL","LGA","0851","1146",
2017-01-01,"TPA","ALB","1055","1327",
2017-01-01,"TPA","BUF","1843","2114",
2017-01-01,"TPA","BUF","0637","0901",
2017-01-01,"TPA","ISP","2017","2240",
2017-01-01,"TPA","ROC","1245","1513",
